customer_id,customer_name,area,Recency,Frequency,Monetary,Cluster,Segment
15796277,Finn Pau,Loni,462,1,1589.89,3,At Risk Customers
15808945,Vrinda Khurana,Gangtok,12,4,6858.35,0,Loyal Customers
15830066,Rishi Krishnan,Mira-Bhayandar,74,4,5033.89,0,Loyal Customers
15897933,Mohini Rao,Jabalpur,219,1,154.5,1,Regular Customers
15931134,Azaan Gara,Darbhanga,317,2,3315.1000000000004,3,At Risk Customers
16082651,Amara Sundaram,Junagadh,118,2,2571.1000000000004,1,Regular Customers
16230299,Urvi Koshy,Pune,376,1,626.19,3,At Risk Customers
16256136,Panini Mangal,Aurangabad,232,2,1151.27,1,Regular Customers
16341776,Oviya Gera,Sikar,534,1,1036.38,3,At Risk Customers
16359370,Harsh Gaba,South Dumdum,325,1,2333.7,3,At Risk Customers
16376189,Samaksh Srivastava,Chapra,518,1,1609.25,3,At Risk Customers
16379942,Harshil Kuruvilla,Orai,197,4,5727.700000000001,0,Loyal Customers
16400639,Anvi Dutta,Pallavaram,15,2,5962.969999999999,1,Regular Customers
16410155,Darika Barman,Bidhannagar,75,3,7414.59,0,Loyal Customers
16420489,Divya Peri,Nandyal,238,5,14262.32,2,Premium Customers
16424635,Fitan Kade,Mirzapur,211,3,7201.16,0,Loyal Customers
16436359,Yashica Ramesh,Kota,103,2,6487.54,0,Loyal Customers
16448993,Chakradev Krishnan,Korba,430,1,328.51,3,At Risk Customers
16484167,Hemal Bala,Guwahati,578,1,3927.09,3,At Risk Customers
16485871,Chaman Kota,Salem,331,1,1135.56,3,At Risk Customers
16543242,Vihaan Korpal,Darbhanga,25,5,7849.540000000001,2,Premium Customers
16561710,Isaiah Natt,Baranagar,156,4,9975.27,2,Premium Customers
16617201,Ekaraj Bhandari,Hosur,179,1,53.49,1,Regular Customers
16640907,Anjali Choudhary,Bhagalpur,574,1,1078.17,3,At Risk Customers
16780752,Avi Soman,Begusarai,419,1,2814.99,3,At Risk Customers
16785724,Indali Majumdar,Vellore,318,3,7483.84,0,Loyal Customers
17106161,Gagan Prabhakar,Shimoga,588,1,2184.02,3,At Risk Customers
17132416,Diya Tak,Solapur,475,2,6849.14,3,At Risk Customers
17159117,Tripti Bassi,Karawal Nagar,355,2,4653.8,3,At Risk Customers
17201639,Vidhi Toor,Korba,407,1,3012.27,3,At Risk Customers
17287733,Balhaar Chaudhari,Morbi,183,2,5041.110000000001,1,Regular Customers
17341194,Faras Kaul,Burhanpur,257,2,5557.299999999999,1,Regular Customers
17390673,Raghav Wali,Korba,36,2,1888.67,1,Regular Customers
17392512,Lavanya Bumb,Secunderabad,36,1,361.89,1,Regular Customers
17521263,Tanvi Patla,Serampore,323,1,738.71,3,At Risk Customers
17597449,Umang Dhingra,Guna,124,5,17857.34,2,Premium Customers
17675915,Rayaan Wable,Varanasi,280,1,913.2,3,At Risk Customers
17681645,Maanav Bhat,Bhagalpur,170,1,136.6,1,Regular Customers
17696094,Tanvi Barad,Kirari Suleman Nagar,532,1,994.56,3,At Risk Customers
17749347,Akshay Bhasin,Panchkula,17,2,4039.66,1,Regular Customers
17805991,Jhalak Rai,Dhule,47,8,18409.9,2,Premium Customers
17843667,Yauvani Purohit,Bhubaneswar,31,1,1153.83,1,Regular Customers
17929886,Oscar Parekh,Salem,82,2,3657.18,1,Regular Customers
17939362,Anjali Yogi,Noida,412,1,1213.48,3,At Risk Customers
18035010,Vrishti Chakrabarti,Burhanpur,79,2,4202.22,1,Regular Customers
18082040,Jonathan Bir,Kochi,160,3,5506.83,0,Loyal Customers
18113428,Dominic Goda,Rajkot,329,4,8327.119999999999,0,Loyal Customers
18140588,Orinder Malhotra,Jalna,305,2,7136.73,0,Loyal Customers
18170800,Anamika Sur,Mathura,532,1,2282.55,3,At Risk Customers
18199057,Xalak Sahni,Ratlam,12,2,3264.03,1,Regular Customers
18229949,William Bora,Danapur,114,1,102.44,1,Regular Customers
18256339,Dalbir Dora,Mumbai,71,3,7505.38,0,Loyal Customers
18259715,Finn Chacko,Pudukkottai,69,4,2615.27,0,Loyal Customers
18326028,Lekha Bakshi,Ratlam,132,1,833.93,1,Regular Customers
18394558,Dipta Sarraf,Bareilly,96,2,5704.59,1,Regular Customers
18465047,Patrick Chaudhry,Ghaziabad,28,4,13626.39,2,Premium Customers
18567760,Ethan Natarajan,Fatehpur,74,3,5805.48,0,Loyal Customers
18642306,Wazir Bahl,Tinsukia,30,3,6618.49,0,Loyal Customers
18791381,Avni Gera,Jamalpur,15,4,11040.96,2,Premium Customers
18889370,Mason Atwal,Sri Ganganagar,399,2,6470.28,3,At Risk Customers
18935489,Krishna Dugal,Tezpur,327,3,5707.28,0,Loyal Customers
18940384,Anita Sehgal,Sonipat,162,1,2549.18,1,Regular Customers
18986315,Adweta Wason,Bidhannagar,130,1,1996.55,1,Regular Customers
19067680,Rajata Mall,North Dumdum,283,3,6801.7,0,Loyal Customers
19080489,Reva Sha,Jalandhar,209,2,6787.47,0,Loyal Customers
19091057,Kalpit Kohli,Kozhikode,204,3,5251.9800000000005,0,Loyal Customers
19145354,Shivani Deo,Rohtak,132,1,1525.58,1,Regular Customers
19179897,Tarak Nagi,Orai,86,1,1721.08,1,Regular Customers
19180962,Osha Varghese,Kalyan-Dombivli,57,5,12130.09,2,Premium Customers
19182548,Laban Kulkarni,Bijapur,191,3,5679.34,0,Loyal Customers
19216141,Teerth Manda,Giridih,89,4,5012.85,0,Loyal Customers
19259955,Rehaan Borde,Nagpur,290,4,8311.47,0,Loyal Customers
19275474,Girik Hora,Lucknow,459,2,3714.62,3,At Risk Customers
19375332,Udarsh Rao,Jodhpur,37,2,5604.14,1,Regular Customers
19393135,Nathaniel Gokhale,Bidhannagar,147,1,938.37,1,Regular Customers
19400174,Urvi Grover,Saharanpur,492,1,3804.03,3,At Risk Customers
19425804,Xavier Sahni,Jodhpur,151,2,1730.79,1,Regular Customers
19482392,Yachana Nath,Muzaffarnagar,39,4,6193.93,0,Loyal Customers
19523014,Neha Shroff,Ongole,12,3,9464.96,0,Loyal Customers
19523856,Aryan Sood,Thoothukudi,83,1,2961.15,1,Regular Customers
19556566,Yashica Doctor,Tiruvottiyur,158,2,8079.95,0,Loyal Customers
19581959,Eesha Sahota,Ghaziabad,344,2,4418.9,3,At Risk Customers
19682060,Hamsini Swamy,Jehanabad,355,3,7107.45,0,Loyal Customers
19705695,Ayush Kala,Patiala,36,1,556.76,1,Regular Customers
19741509,Michael Vohra,Vellore,90,4,10700.07,2,Premium Customers
19771128,Urvashi Bhandari,Vijayawada,503,1,3041.96,3,At Risk Customers
20122449,Amaira Ahuja,Cuttack,117,1,1435.13,1,Regular Customers
20148223,Manbir Dua,Kamarhati,139,6,7865.3,2,Premium Customers
20163931,Gautami Doshi,Kumbakonam,57,6,8475.61,2,Premium Customers
20209237,Anthony Ratti,Shimoga,347,2,2147.44,3,At Risk Customers
20238921,Shivani Kumer,Thiruvananthapuram,311,4,5704.54,0,Loyal Customers
20298398,Urvi Bali,Ahmednagar,88,5,12587.05,2,Premium Customers
20310720,Samaksh Chaudhuri,Bhubaneswar,149,2,4264.79,1,Regular Customers
20314691,Raksha Bhattacharyya,Salem,81,1,3291.28,1,Regular Customers
20343501,Anthony Krishnamurthy,Sasaram,172,1,3903.48,1,Regular Customers
20360447,Timothy Dubey,Akola,459,1,4588.23,3,At Risk Customers
20469626,Tanish Ghose,Guntakal,206,1,2161.37,1,Regular Customers
20496835,Chandresh Panchal,Alwar,318,2,4128.69,3,At Risk Customers
20517871,Lavanya Natt,Imphal,576,1,4361.99,3,At Risk Customers
20625627,Hredhaan Prasad,Amritsar,515,2,4101.88,3,At Risk Customers
20634789,Aarnav Som,Chinsurah,255,3,3803.41,0,Loyal Customers
20689141,Maya Yohannan,Korba,449,2,4751.24,3,At Risk Customers
20834589,Parth Madan,Giridih,8,3,9303.29,0,Loyal Customers
20835909,Inaya Ramanathan,Tinsukia,368,1,1063.55,3,At Risk Customers
20940403,Tanvi Kala,Dhule,285,3,4336.4400000000005,0,Loyal Customers
20951294,Sathvik Dhar,Anantapur,412,1,989.88,3,At Risk Customers
20956158,Kashish Misra,Kavali,215,6,9880.18,2,Premium Customers
21201299,Ladli Hegde,Unnao,174,4,9273.79,0,Loyal Customers
21270783,Aarna Vig,Bhavnagar,106,1,3496.28,1,Regular Customers
21282544,Warda Basak,Jaunpur,379,3,7390.42,0,Loyal Customers
21409946,Ayushman Agrawal,Bhilwara,31,3,8394.49,0,Loyal Customers
21425168,Gavin Panchal,Aligarh,430,3,6870.56,3,At Risk Customers
21432404,Darika Sharaf,Kalyan-Dombivli,418,1,424.61,3,At Risk Customers
21456226,Indrajit Mitra,Adoni,559,1,1966.28,3,At Risk Customers
21461764,Nandini Bassi,Singrauli,129,4,15459.04,2,Premium Customers
21481338,Rajata Upadhyay,Tirunelveli,23,2,5430.7,1,Regular Customers
21573815,Urvashi Dalal,Allahabad,118,5,13749.06,2,Premium Customers
21577948,Madhav Johal,Ahmednagar,512,3,11214.05,0,Loyal Customers
21597477,Mugdha Chaudhuri,Bhopal,152,4,7341.44,0,Loyal Customers
21658322,Balhaar Balasubramanian,Maheshtala,269,5,6442.24,0,Loyal Customers
21677923,Lipika Mukhopadhyay,Kakinada,153,3,10171.29,0,Loyal Customers
21697638,Hredhaan Bhagat,Sirsa,332,4,4197.09,0,Loyal Customers
21701991,Wazir Hari,Allahabad,62,7,11648.6,2,Premium Customers
21779155,Udant Upadhyay,Guntur,562,1,2455.38,3,At Risk Customers
21784094,Lakshit Rai,Bareilly,294,1,1479.69,3,At Risk Customers
21786873,Balhaar Ramesh,Lucknow,125,2,4093.68,1,Regular Customers
21809858,Ekansh Seshadri,Bihar Sharif,7,2,1282.15,1,Regular Customers
21866852,Ojas Morar,Guwahati,209,2,3457.76,1,Regular Customers
21948041,Oni Amble,Bhavnagar,109,3,13137.13,2,Premium Customers
22020776,Manan Banerjee,Bhiwandi,40,1,4992.15,1,Regular Customers
22036818,Yatan Yogi,Hindupur,386,2,3873.61,3,At Risk Customers
22047134,Ubika Shukla,Warangal,54,3,6051.37,0,Loyal Customers
22054087,Peter Buch,Miryalaguda,240,3,5695.27,0,Loyal Customers
22076522,Chaaya Andra,Hindupur,49,4,9534.15,2,Premium Customers
22077605,Megha Sachar,Aligarh,243,2,2648.55,1,Regular Customers
22081691,Yagnesh Bora,Satara,155,3,8129.83,0,Loyal Customers
22112867,Sanaya Chakrabarti,Bangalore,277,3,7604.15,0,Loyal Customers
22133362,Samesh Dixit,Anantapuram,86,2,6421.84,0,Loyal Customers
22161071,Arunima Deol,Jalna,425,1,2337.12,3,At Risk Customers
22210238,Rayaan Krishna,Muzaffarnagar,172,6,21686.800000000003,2,Premium Customers
22227829,Rehaan Patla,Bhiwani,213,2,4804.719999999999,1,Regular Customers
22293666,Gopal Kumar,Saharsa,110,2,5307.74,1,Regular Customers
22321208,Pratyush Bedi,Ballia,440,4,10581.24,0,Loyal Customers
22358567,Zansi Chakraborty,Faridabad,15,2,5499.91,1,Regular Customers
22483684,Gautami Dar,Kirari Suleman Nagar,14,3,4313.96,0,Loyal Customers
22524981,Samar Sengupta,South Dumdum,321,1,1333.69,3,At Risk Customers
22571994,Lakshit Bassi,Bihar Sharif,600,1,1308.05,3,At Risk Customers
22613559,Omya Johal,Berhampur,470,1,2843.52,3,At Risk Customers
22694456,Eesha Saha,Nashik,26,5,12685.68,2,Premium Customers
22738465,Gabriel Oak,Narasaraopet,70,3,4049.85,0,Loyal Customers
22800586,Jacob Lad,Bijapur,244,4,6143.59,0,Loyal Customers
22822088,Baghyawati Wadhwa,Amravati,8,1,2962.71,1,Regular Customers
22846435,Jackson Shenoy,Tezpur,46,1,1543.13,1,Regular Customers
22851478,Vamakshi Bhardwaj,Varanasi,304,2,4111.64,3,At Risk Customers
22915611,Rishi Minhas,Karaikudi,527,3,4216.95,3,At Risk Customers
22931642,Lajita Ghosh,Ambala,454,1,5453.47,3,At Risk Customers
22974816,Ekantika Muni,Bhusawal,410,1,3194.98,3,At Risk Customers
23081177,Harinakshi Batta,Panchkula,206,2,6540.88,0,Loyal Customers
23098216,Ladli Chhabra,Mahbubnagar,39,1,3823.81,1,Regular Customers
23126356,Oliver Kaur,Bhopal,175,3,8117.4,0,Loyal Customers
23126657,Ekiya Sekhon,Bahraich,444,2,6323.93,3,At Risk Customers
23286884,Vedika Kaur,Serampore,242,2,7145.1,0,Loyal Customers
23348269,Rudra Dutta,Ahmednagar,151,5,12192.71,2,Premium Customers
23380116,Neelima Mody,Jehanabad,8,3,5871.02,0,Loyal Customers
23448955,Pranit Gade,Raebareli,297,1,1656.08,3,At Risk Customers
23567263,Yatan Sem,Chinsurah,91,1,2854.52,1,Regular Customers
23676689,Jagat Dhar,Orai,441,3,5261.200000000001,3,At Risk Customers
23755474,Jhalak Rajagopal,Jodhpur,554,1,479.64,3,At Risk Customers
23794330,Nisha Amble,Machilipatnam,147,3,5430.969999999999,0,Loyal Customers
23844919,Jagvi Bhatt,Bhagalpur,96,2,3767.22,1,Regular Customers
23961725,Zayyan Buch,Bhiwandi,328,1,3804.98,3,At Risk Customers
23976957,Ryan Sawhney,Visakhapatnam,185,1,1252.01,1,Regular Customers
23982977,Charita Rama,Salem,139,2,2481.61,1,Regular Customers
23984022,Liam Gupta,Nagaon,47,2,4220.32,1,Regular Customers
23996221,Jackson Issac,Ramagundam,457,1,1663.27,3,At Risk Customers
24000329,Aarush Dey,Gulbarga,348,1,1864.68,3,At Risk Customers
24043135,Edhitha Bassi,Bijapur,100,3,4160.1900000000005,0,Loyal Customers
24104630,Jonathan Deo,Jaipur,79,2,3457.11,1,Regular Customers
24137201,Jyoti Grewal,Haridwar,117,3,8212.08,0,Loyal Customers
24144240,Charles Parsa,Tezpur,105,5,10673.67,2,Premium Customers
24153726,Azad Sachdev,Orai,158,3,9106.12,0,Loyal Customers
24308515,Thomas Walia,Panchkula,107,3,5402.87,0,Loyal Customers
24323106,Faras Edwin,Amaravati,206,2,4018.13,1,Regular Customers
24337950,Ishwar Chakraborty,Haridwar,142,3,5382.56,0,Loyal Customers
24357425,Wriddhish Munshi,Farrukhabad,103,2,4825.139999999999,1,Regular Customers
24456825,Vansha Khurana,Indore,366,2,5323.4400000000005,3,At Risk Customers
24496983,Vasana Sen,Kamarhati,472,2,2816.71,3,At Risk Customers
24517523,Mohini Pillai,Tirunelveli,129,1,4190.02,1,Regular Customers
24621386,Maanav Raghavan,Rajahmundry,129,4,9034.34,0,Loyal Customers
24633671,Manan Buch,Karnal,248,2,5118.96,1,Regular Customers
24644542,Harish Mahajan,Tirupati,94,3,3349.96,0,Loyal Customers
24745800,Isaac Mutti,New Delhi,265,1,3086.21,3,At Risk Customers
24821281,Onveer Kanda,Khora ,137,4,8894.45,0,Loyal Customers
24845814,Harshil Shukla,Raipur,342,2,5259.03,3,At Risk Customers
24896263,Nachiket Prasad,Amroha,337,1,3112.29,3,At Risk Customers
24988999,Yashawini Goyal,Raiganj,595,1,665.98,3,At Risk Customers
25081012,Mohammed Oak,Baranagar,436,2,6926.33,3,At Risk Customers
25128143,Odika Kannan,Mahbubnagar,283,7,17638.83,2,Premium Customers
25221501,Pratyush De,Orai,22,2,1990.95,1,Regular Customers
25287111,Lakshmi Ratti,Thane,200,1,2506.93,1,Regular Customers
25294147,Daksh Guha,Amritsar,290,1,3427.02,3,At Risk Customers
25447967,Udyati Sani,Rajkot,304,1,1772.45,3,At Risk Customers
25526479,Mason Doctor,Hazaribagh,574,1,3732.99,3,At Risk Customers
25585013,Ishita Amble,Vasai-Virar,285,3,7078.88,0,Loyal Customers
25587553,Nakul Venkatesh,Imphal,259,3,6874.58,0,Loyal Customers
25595836,Sathvik Prabhakar,Orai,56,2,6099.8,1,Regular Customers
25641500,Harshil Vaidya,Sultan Pur Majra,115,3,6899.139999999999,0,Loyal Customers
25659794,Rajeshri Radhakrishnan,Buxar,317,1,5747.38,3,At Risk Customers
25665997,Barkha Sodhi,Muzaffarnagar,118,1,1306.86,1,Regular Customers
25706121,Baghyawati Toor,Srinagar,487,2,6652.389999999999,3,At Risk Customers
25713335,Ojas Sridhar,Chennai,73,2,5168.85,1,Regular Customers
25722990,Nidra Radhakrishnan,Pallavaram,14,4,10617.95,2,Premium Customers
25770577,Janya Chhabra,Jaipur,223,3,4014.27,0,Loyal Customers
25795941,Urishilla Dhillon,Bhalswa Jahangir Pur,418,1,1983.84,3,At Risk Customers
25829710,Saumya Chhabra,Faridabad,65,4,7225.93,0,Loyal Customers
25850478,Jeevika Taneja,Danapur,7,1,874.78,1,Regular Customers
25915909,Gaurangi Singh,Bhimavaram,91,1,1445.95,1,Regular Customers
25977417,Lohit Sengupta,Berhampore,335,2,7268.14,3,At Risk Customers
26040510,Jasmit Barad,Kadapa,346,3,6677.18,0,Loyal Customers
26199489,Aarna Gola,Serampore,508,2,1723.6,3,At Risk Customers
26227445,Krishna Warrior,Ghaziabad,194,1,2108.47,1,Regular Customers
26245432,Darika Konda,Tirupati,305,2,5771.0,3,At Risk Customers
26250082,Om Bora,Arrah,183,1,1905.92,1,Regular Customers
26285589,Bakhshi De,Yamunanagar,43,7,18912.97,2,Premium Customers
26303194,Janaki Parsa,Pali,17,4,6050.299999999999,0,Loyal Customers
26364643,Zehaan Keer,Morena,37,1,5692.84,1,Regular Customers
26412689,Yadavi Rastogi,Bahraich,49,1,2147.13,1,Regular Customers
26432512,Warhi Iyer,Khora ,496,1,1825.16,3,At Risk Customers
26521850,Yatin Varma,Kishanganj,68,2,1095.46,1,Regular Customers
26592009,Michael Dhingra,Adoni,135,1,2475.69,1,Regular Customers
26716400,Yamini Dey,Morena,64,2,3399.0600000000004,1,Regular Customers
26752630,Nakul Gade,Delhi,325,3,4225.36,0,Loyal Customers
26805477,Xavier Hans,Sambhal,185,1,1520.7,1,Regular Customers
26844216,Yochana Babu,Pali,54,5,9848.35,2,Premium Customers
26863280,Aryan Dewan,Rajkot,94,2,4399.02,1,Regular Customers
26903313,Chandresh Sandal,Bhimavaram,164,2,4787.48,1,Regular Customers
26912171,Jagat Banerjee,Rampur,82,2,3668.87,1,Regular Customers
26935187,Tanveer Yogi,Chandrapur,469,2,7962.41,3,At Risk Customers
26936578,Lavanya Bawa,Maheshtala,469,1,1204.48,3,At Risk Customers
27049432,Mitali Shankar,Nagaon,326,2,4558.05,3,At Risk Customers
27304727,Farhan Patel,Tiruvottiyur,364,1,3090.23,3,At Risk Customers
27304827,Arjun Bhardwaj,Coimbatore,142,3,6570.71,0,Loyal Customers
27336589,Bishakha Bhargava,Ghaziabad,122,3,5092.16,0,Loyal Customers
27381533,Zayan Guha,Rampur,396,1,4712.89,3,At Risk Customers
27416314,Anika Hari,Kanpur,564,1,230.58,3,At Risk Customers
27504517,Rayaan Gupta,Bardhaman,167,3,2869.33,1,Regular Customers
27513158,Dev Taneja,Aizawl,308,3,6952.04,0,Loyal Customers
27604184,Tripti Nadig,Nandyal,85,5,11059.84,2,Premium Customers
27620326,Chasmum Sahni,Tezpur,281,2,4366.78,3,At Risk Customers
27692428,Warjas Tara,Chennai,25,2,2021.8,1,Regular Customers
27694927,Vedant Chandra,Nagpur,356,1,1751.84,3,At Risk Customers
27698051,Mitesh Savant,Gandhinagar,16,4,6764.75,0,Loyal Customers
27709218,Ryan Dhingra,Dindigul,75,4,6364.07,0,Loyal Customers
27727819,Lavanya Bhasin,Nagercoil,415,2,4296.22,3,At Risk Customers
27746432,Eesha Rajagopal,Bangalore,450,1,3642.25,3,At Risk Customers
27824078,Caleb Ramakrishnan,Jalna,131,1,1305.23,1,Regular Customers
27878182,Qabil Lata,Thoothukudi,11,2,5142.4,1,Regular Customers
27955158,Abeer Kamdar,Shivpuri,561,1,3434.25,3,At Risk Customers
27971619,Wriddhish Anne,Mirzapur,162,2,6366.389999999999,0,Loyal Customers
28111842,Charles Kannan,Tirunelveli,145,2,7162.389999999999,0,Loyal Customers
28173165,Gayathri Padmanabhan,Srikakulam,566,1,2037.05,3,At Risk Customers
28205701,Vedika D’Alia,Panvel,99,2,2434.17,1,Regular Customers
28221067,Ekansh Tandon,Agra,208,1,338.14,1,Regular Customers
28277304,Chaitanya Mann,Haridwar,75,1,1350.28,1,Regular Customers
28280172,Gaurang Dutta,Amravati,45,1,2583.14,1,Regular Customers
28286754,Bina Setty,Singrauli,200,3,5470.200000000001,0,Loyal Customers
28289030,Sarthak Parmar,Dehri,385,1,2429.09,3,At Risk Customers
28350645,Alka Srinivasan,Ratlam,182,2,824.99,1,Regular Customers
28394354,Yatin Mohanty,Kumbakonam,172,3,5612.74,0,Loyal Customers
28413467,Leena Mane,Kolhapur,161,1,4414.19,1,Regular Customers
28428852,Libni Dada,Mira-Bhayandar,177,3,6195.82,0,Loyal Customers
28458746,Dalaja Borde,Bulandshahr,318,2,3305.4300000000003,3,At Risk Customers
28499191,Amara Patel,Thoothukudi,146,2,1414.01,1,Regular Customers
28603182,Karan Narayan,South Dumdum,133,2,5799.52,1,Regular Customers
28663279,Sai Bhatia,Jamnagar,170,5,13861.88,2,Premium Customers
28876580,Udant Doshi,North Dumdum,91,1,2465.17,1,Regular Customers
28991365,Avi Menon,Jamnagar,20,2,5679.21,1,Regular Customers
28995786,Vanya Swamy,Bardhaman,140,3,4780.65,0,Loyal Customers
29095552,Gunbir Vala,Amritsar,120,4,8016.13,0,Loyal Customers
29265216,Samuel Buch,Bidar,443,1,878.07,3,At Risk Customers
29272253,Brijesh Nadkarni,Kolhapur,43,4,6229.9,0,Loyal Customers
29324437,Radhika Bains,Nanded,256,4,13058.41,2,Premium Customers
29361038,Idika Gade,Aurangabad,236,1,3876.32,1,Regular Customers
29415527,Abha Behl,Pudukkottai,144,3,4939.93,0,Loyal Customers
29431960,Jagdish Manda,Etawah,446,1,169.88,3,At Risk Customers
29451600,Max Shankar,Amritsar,20,4,10620.76,2,Premium Customers
29525287,Theodore Dhar,Bhimavaram,15,3,5331.55,0,Loyal Customers
29562072,Edhitha Ranganathan,Hindupur,3,4,8997.82,2,Premium Customers
29562254,Devansh Murty,Jaunpur,46,4,6564.61,0,Loyal Customers
29584848,Lucky Chada,Dehri,109,4,10291.47,2,Premium Customers
29600229,Tamanna Borde,Gulbarga,290,1,3493.45,3,At Risk Customers
29653387,Aradhana Rout,Malda,23,3,8533.939999999999,0,Loyal Customers
29664214,Vrishti Chopra,Chennai,425,1,764.69,3,At Risk Customers
29689766,Pallavi Kala,Tenali,201,4,4924.719999999999,0,Loyal Customers
29858395,Patrick Rout,Hospet,348,1,2455.82,3,At Risk Customers
29902416,Falak Choudhry,Tenali,179,3,4251.360000000001,0,Loyal Customers
29941225,Oviya Bhandari,Chapra,590,1,559.88,3,At Risk Customers
29973346,Pranit Sane,Sambhal,96,5,13027.52,2,Premium Customers
30029998,Ishwar Edwin,Hazaribagh,416,1,3973.9,3,At Risk Customers
30042971,Garima Morar,Rewa,35,2,4621.13,1,Regular Customers
30065862,Urishilla Hegde,Allahabad,41,3,7183.56,0,Loyal Customers
30188374,Naveen Chakrabarti,Haldia,165,4,6233.38,0,Loyal Customers
30192942,Darika Raj,Jodhpur,88,3,12114.24,2,Premium Customers
30265929,Nandini Brahmbhatt,Nizamabad,178,1,1887.26,1,Regular Customers
30285217,Isha Sahni,Parbhani,393,3,5778.1900000000005,3,At Risk Customers
30317733,Janani Sawhney,Durgapur,12,5,8935.9,2,Premium Customers
30367559,Bhavna Guha,Aligarh,58,1,1456.96,1,Regular Customers
30373140,Sai Dhingra,Kishanganj,320,3,6889.35,0,Loyal Customers
30447453,Jagrati Lad,Thanjavur,105,4,7116.539999999999,0,Loyal Customers
30455484,Lajita Ravel,Katni,151,3,6734.78,0,Loyal Customers
30468930,Nirja Manda,Gandhinagar,471,1,3217.54,3,At Risk Customers
30643619,Ethan Nagi,Shimla,74,3,5098.719999999999,0,Loyal Customers
30755306,Divya Kakar,Bhilwara,173,1,2256.38,1,Regular Customers
30788486,Vrishti Mittal,Bhimavaram,172,2,4691.81,1,Regular Customers
30823988,Owen Sangha,Deoghar,27,6,11943.92,2,Premium Customers
30891209,Azaan Bora,Gudivada,212,1,2639.67,1,Regular Customers
30979436,Diya Chaudry,Ozhukarai,23,2,2159.27,1,Regular Customers
31000129,Lohit Kaur,Raichur,105,2,4424.85,1,Regular Customers
31026200,Saksham Garg,Kavali,43,3,7196.610000000001,0,Loyal Customers
31076002,Urvi Wali,Tinsukia,68,3,7650.0,0,Loyal Customers
31084686,Jai Ramaswamy,Aurangabad,48,2,6094.66,1,Regular Customers
31156674,Aarav Jaggi,Jamnagar,119,4,8615.19,0,Loyal Customers
31233120,Veer Krish,Lucknow,60,2,3343.09,1,Regular Customers
31324823,Utkarsh Biswas,Fatehpur,124,2,3951.86,1,Regular Customers
31328762,Vanya Sanghvi,Durg,320,2,8889.810000000001,0,Loyal Customers
31371112,Osha Chad,Darbhanga,186,2,5944.700000000001,0,Loyal Customers
31384626,Tanay Desai,Nangloi Jat,462,1,1001.25,3,At Risk Customers
31389750,Advika Bala,Karaikudi,365,2,5772.12,3,At Risk Customers
31410886,Ayush Manda,Sasaram,223,1,2272.72,1,Regular Customers
31456752,Henry Borah,Thanjavur,207,5,13229.97,2,Premium Customers
31527100,Triya Tailor,Ratlam,513,1,1742.0,3,At Risk Customers
31537100,Rajata Sampath,Kozhikode,165,2,4304.62,1,Regular Customers
31576845,Chasmum Raman,Madurai,252,3,6745.34,0,Loyal Customers
31582950,Bhavya Khalsa,Jhansi,113,3,8479.77,0,Loyal Customers
31619915,Joshua Trivedi,Gandhinagar,322,1,1379.82,3,At Risk Customers
31622158,Omya Modi,Kolhapur,106,1,1682.78,1,Regular Customers
31681710,Udant Prabhakar,Panchkula,161,4,8499.26,0,Loyal Customers
31718565,Andrew Wable,Durgapur,186,3,4744.9,0,Loyal Customers
31776996,Bhavya Shankar,Madanapalle,204,4,14008.75,2,Premium Customers
31831843,Aarini Bir,Machilipatnam,365,2,1379.08,3,At Risk Customers
31846190,Charan Choudhary,Kolkata,128,2,4329.94,1,Regular Customers
31923338,Ishwar Goyal,Yamunanagar,55,2,2890.54,1,Regular Customers
31940833,Urmi Amble,Karawal Nagar,252,6,16365.66,2,Premium Customers
31978160,Kiaan Khare,Saharanpur,210,1,1608.11,1,Regular Customers
31981068,Hemang Sarkar,Shivpuri,76,1,2405.76,1,Regular Customers
32003512,Advaith Sarkar,Sasaram,93,2,4934.72,1,Regular Customers
32006907,Mohammed Din,Guwahati,28,1,2494.47,1,Regular Customers
32019725,Tarak Rout,Panchkula,66,3,10448.23,0,Loyal Customers
32054313,Jai Char,Raurkela Industrial Township,20,4,8517.32,0,Loyal Customers
32203588,Krish Srinivas,Berhampur,12,2,929.38,1,Regular Customers
32293017,Samarth Kapoor,Gudivada,102,5,9683.43,2,Premium Customers
32426778,Falguni Kapadia,Naihati,56,1,4827.19,1,Regular Customers
32500305,Ridhi Khatri,Orai,271,2,2052.78,1,Regular Customers
32527479,Nidhi Varkey,Jorhat,85,4,10032.45,2,Premium Customers
32540616,Jairaj Sehgal,Nellore,303,1,4248.74,3,At Risk Customers
32564478,Ekbal Dubey,Kishanganj,107,1,3025.16,1,Regular Customers
32585389,Abhimanyu Sachdeva,Howrah,114,2,6848.08,0,Loyal Customers
32595806,Radha Bhardwaj,Chandigarh,299,1,1628.06,3,At Risk Customers
32635818,Panini Natt,Loni,42,2,4563.68,1,Regular Customers
32656885,Xiti Sane,Durgapur,124,1,1540.06,1,Regular Customers
32797235,Shravya Chandran,Guntakal,11,4,8139.77,0,Loyal Customers
32809328,Oeshi Raghavan,Chittoor,93,2,709.82,1,Regular Customers
32830199,Abhimanyu Suri,Aizawl,7,4,7668.9,0,Loyal Customers
