customer_id,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,avg_order_value
15545780,Ekansh Baria,mammenqasim@example.net,9.11684E+11,"99/11, Bhattacharyya Street Nangloi Jat-388866",Ambala,953801,13-04-2024,Regular,0,1268.439941
15568831,David Swamy,shroffpranav@example.com,9.13991E+11,H.No. 00 Parmar Circle Madanapalle 797272,Jammu,598277,06-10-2023,Premium,2,813.2999878
15599514,Yashodhara Magar,jeetbansal@example.org,9.13661E+11,"H.No. 586, Sawhney Zila Jamnagar-849026",Tezpur,170702,18-04-2023,Regular,1,1171.069946
15631726,Ucchal Murthy,paldavid@example.com,9.14769E+11,89 Munshi Ganj Nadiad-575587,Tezpur,47849,05-02-2024,Inactive,3,664.8699951
15661674,Jyoti Ray,dugalchandresh@example.org,9.10329E+11,"47/13 Mander Ganj, Farrukhabad 654671",Vadodara,300794,10-11-2023,Regular,2,453.2399902
15661901,Warda Wagle,umangat@example.com,9.13419E+11,"53/830 Date Circle, Indore-996250",Kumbakonam,996843,31-10-2024,Regular,2,764.5700073
15733078,Ekanta Shukla,ychoudhry@example.net,9.1402E+11,"H.No. 731 Nazareth Zila, Navi Mumbai-187154",Phagwara,214451,10-08-2023,Regular,1,1152.949951
15796277,Finn Pau,vganesh@example.com,9.10685E+11,29 Comar Path Davanagere-714215,Loni,223700,02-08-2024,New,1,1365.329956
15808945,Vrinda Khurana,wsekhon@example.com,9.18359E+11,"H.No. 515, Balay Path Amravati 503358",Gangtok,890545,10-04-2024,New,4,1255.900024
15830066,Rishi Krishnan,anvimerchant@example.net,9.15565E+11,"H.No. 56, Chahal Marg Hosur 232465",Mira-Bhayandar,652139,18-10-2024,New,4,936.6599731
15897933,Mohini Rao,asom@example.org,9.19924E+11,"518, Mammen Chowk, Aurangabad 953213",Jabalpur,337945,18-03-2023,Regular,1,1221.22998
15931134,Azaan Gara,jai07@example.com,9.14061E+11,"H.No. 099 Ghosh Zila, Serampore-691244",Darbhanga,121150,10-03-2024,Inactive,2,760.9000244
16082651,Amara Sundaram,sehgalsiya@example.net,9.14088E+11,"54, Manda Road Dehradun 627738",Junagadh,506119,04-11-2023,Regular,2,895.7399902
16230299,Urvi Koshy,mdatta@example.net,9.16378E+11,H.No. 010 Chandran Street Mau 901345,Pune,858006,22-08-2024,Regular,1,1776.709961
16256136,Panini Mangal,gautambhasin@example.org,9.14464E+11,"88, Aurora Path Khammam 476253",Aurangabad,36309,09-09-2023,Regular,2,415.0100098
16341776,Oviya Gera,dalbir04@example.com,9.14653E+11,31/786 Mall Marg Aurangabad 284354,Sikar,60359,16-07-2023,New,1,964.4000244
16359370,Harsh Gaba,zayan66@example.org,9.19245E+11,"H.No. 384 Yohannan Chowk, Nanded-222053",South Dumdum,945900,05-12-2023,Premium,1,1352.699951
16376189,Samaksh Srivastava,vsom@example.org,9.14909E+11,"H.No. 417 Goel Road, Alappuzha-241112",Chapra,840977,25-02-2024,Premium,1,271.5299988
16379942,Harshil Kuruvilla,pathakanirudh@example.org,9.13807E+11,"37/62, Basu Chowk Sikar 515907",Orai,332997,10-04-2024,Inactive,4,1370.560059
16400639,Anvi Dutta,btailor@example.com,9.12852E+11,666 Sengupta Road Arrah 509524,Pallavaram,759756,03-09-2023,Premium,2,680.4799805
16410155,Darika Barman,bathrohan@example.com,9.13151E+11,"93/97 Nazareth, Chennai 927497",Bidhannagar,306843,29-04-2023,Premium,3,601.3200073
16410708,Zinal Bahri,karan05@example.com,9.19242E+11,"31/42, Master Path Barasat 615868",Gudivada,629553,14-10-2024,Regular,0,1843.170044
16420489,Divya Peri,imaran88@example.net,9.18033E+11,"032, Pandey Chowk, Medininagar-342499",Nandyal,543319,01-04-2024,New,5,1368.050049
16424635,Fitan Kade,schoudhary@example.net,9.17982E+11,"027, Kala Path, Kollam-055443",Mirzapur,607949,01-10-2024,Premium,3,1135.26001
16435594,Aryan Ranganathan,darsh48@example.com,9.1843E+11,89/553 Vig Zila Kharagpur-011223,Jorhat,848945,11-10-2024,Premium,0,1273
16436211,Daniel Hans,jacob31@example.net,9.13282E+11,"H.No. 00 Narayanan Marg, Shahjahanpur-715267",Tadepalligudem,892690,09-11-2023,Regular,0,780.9400024
16436359,Yashica Ramesh,upasna58@example.net,9.103E+11,"41/28, Tella Zila Bokaro-422478",Kota,362536,26-07-2024,New,2,1485.150024
16448993,Chakradev Krishnan,ojasvi77@example.com,9.11746E+11,"19/660 Sarma Circle, Jaipur-351693",Korba,426587,19-09-2023,Inactive,1,1691.920044
16484167,Hemal Bala,fdhawan@example.net,9.11705E+11,"29/31, Mukhopadhyay Marg Jorhat 795736",Guwahati,104698,07-04-2023,New,1,1128.060059
16485871,Chaman Kota,pillaijanaki@example.org,9.11151E+11,"90/64 Sibal Chowk, Saharsa-081703",Salem,105468,25-06-2024,Premium,1,1805.76001
16543242,Vihaan Korpal,dayalekaraj@example.net,9.10148E+11,"H.No. 44, Garde Street Indore 604835",Darbhanga,887597,05-06-2023,Premium,5,1523.880005
16547602,Geetika Das,loyalchakradhar@example.net,9.1275E+11,"H.No. 17, Babu Path Gangtok-674523",Nadiad,216025,19-04-2023,Inactive,0,1240.959961
16561710,Isaiah Natt,amrita65@example.org,9.14278E+11,"85, Samra Zila Thane-835654",Baranagar,881409,16-09-2023,New,4,1043.280029
16617201,Ekaraj Bhandari,magarbanjeet@example.net,9.10755E+11,71/757 Sen Street Kavali 743310,Hosur,790556,20-01-2024,New,1,355.1700134
16640907,Anjali Choudhary,indira18@example.com,9.10384E+11,"353, Sahota Zila Katni 822108",Bhagalpur,632688,05-10-2024,Regular,1,527.0300293
16764246,Aarini Dewan,alkaseshadri@example.net,9.14241E+11,"80/13, Atwal Ganj, Hubli–Dharwad 554031",Pali,638631,28-09-2024,Premium,0,1938.339966
16780752,Avi Soman,routdiya@example.com,9.15431E+11,H.No. 97 Chauhan Nellore-895405,Begusarai,320804,07-12-2023,Premium,1,1429.119995
16785724,Indali Majumdar,ozaomkaar@example.com,9.19073E+11,610 Thaker Zila Bilaspur-483457,Vellore,61886,06-08-2023,Regular,3,1768.52002
16786161,Maya Ram,paiunnati@example.org,9.17849E+11,"198, Narula Road, Patiala-297171",Chandigarh,658428,21-11-2023,Inactive,0,496.2600098
17100301,Jason Sur,dugarkritika@example.com,9.17354E+11,27/82 Sachar Zila Secunderabad 831235,Deoghar,119736,06-08-2024,Premium,0,1515.01001
17106161,Gagan Prabhakar,chaitanyaraman@example.net,9.11959E+11,"40/59, Rai Street Vijayawada 675290",Shimoga,758004,01-05-2024,Inactive,1,331.1499939
17132416,Diya Tak,timothy84@example.com,9.14666E+11,"86, Swamy Marg, Agra 946002",Solapur,302449,02-01-2024,Regular,2,644.8499756
17159117,Tripti Bassi,vinayaganguly@example.net,9.17143E+11,"28 Venkataraman, Silchar 532742",Karawal Nagar,778786,21-05-2024,Premium,2,336.2600098
17201639,Vidhi Toor,qsani@example.com,9.13883E+11,H.No. 413 Bera Marg Madhyamgram 098129,Korba,139363,23-05-2023,New,1,1472.22998
17287733,Balhaar Chaudhari,ranveerkrish@example.com,9.15241E+11,824 Bedi Nagar Siliguri 925880,Morbi,410335,27-04-2024,Premium,2,1897.839966
17299810,Hamsini Krish,balendrasanghvi@example.com,9.14004E+11,42/822 Mitra Nagar Gorakhpur 509558,Kadapa,344807,04-03-2024,New,0,1874.420044
17341194,Faras Kaul,jairajdhawan@example.net,9.15939E+11,"60, Sama Street, Ambattur-994166",Burhanpur,328247,21-04-2023,Premium,2,1530.180054
17390673,Raghav Wali,forum17@example.net,9.12431E+11,"49/45, Doctor Road, Anand-556316",Korba,669102,23-10-2024,Regular,2,1043.26001
17392512,Lavanya Bumb,iwable@example.net,9.11106E+11,"30/18 Bath Zila, Vijayanagaram 234562",Secunderabad,103058,04-07-2024,Premium,1,1902.780029
17521263,Tanvi Patla,kvarughese@example.com,9.12592E+11,H.No. 90 Pant Ganj Bally 308097,Serampore,580825,23-06-2024,Inactive,1,1990.959961
17597449,Umang Dhingra,pprabhakar@example.com,9.16004E+11,"47 Patil Circle, Srikakulam 796222",Guna,433729,06-04-2023,Inactive,5,229.3999939
17675915,Rayaan Wable,warhi45@example.net,9.16265E+11,"759, Karnik Nagar, Gurgaon 611202",Varanasi,107960,18-01-2024,Inactive,1,1146.180054
17681645,Maanav Bhat,zayan80@example.net,9.15044E+11,"H.No. 571, Barad Path, Siliguri 766713",Bhagalpur,392367,21-12-2023,Premium,1,1381.26001
17696094,Tanvi Barad,zachariaaashi@example.net,9.18576E+11,947 Master Circle Warangal 536256,Kirari Suleman Nagar,23472,18-09-2024,New,1,1626.22998
17749347,Akshay Bhasin,bhatsiddharth@example.org,9.14068E+11,"217, Banik Street Rohtak 274302",Panchkula,821987,26-07-2024,Premium,2,1842.369995
17805991,Jhalak Rai,panditdev@example.net,9.1926E+11,"73/063, Dutt Road Kishanganj-424784",Dhule,819317,09-05-2024,New,8,924.9000244
17843667,Yauvani Purohit,noahdevi@example.org,9.18945E+11,"37/337, Tank Road Mau-206951",Bhubaneswar,599055,20-03-2024,New,1,618.6400146
17861428,Nicholas Chowdhury,agastya94@example.org,9.15929E+11,H.No. 71 Chad Road Kanpur-884402,Chandigarh,396282,04-03-2024,Inactive,0,1606.180054
17929886,Oscar Parekh,rattatanveer@example.net,9.17928E+11,"H.No. 261 Sachar Marg, Visakhapatnam 234841",Salem,356407,28-03-2023,New,2,744
17939362,Anjali Yogi,utkarshratti@example.com,9.18381E+11,"H.No. 066 Bhavsar Nagar, Darbhanga 347239",Noida,745281,11-02-2024,Inactive,1,496.5899963
18035010,Vrishti Chakrabarti,narasimhanteerth@example.com,9.16607E+11,"49/53 Sant Nagar, Avadi-509374",Burhanpur,67286,30-01-2024,Premium,2,745.0999756
18082040,Jonathan Bir,fzachariah@example.net,9.13147E+11,"H.No. 32, Khalsa Street, Ludhiana 691751",Kochi,824038,03-04-2024,Regular,3,1098.589966
18113428,Dominic Goda,tagarwal@example.net,9.1843E+11,H.No. 104 Morar Zila Rajpur Sonarpur 068813,Rajkot,803574,15-09-2023,Regular,4,255.7299957
18140588,Orinder Malhotra,samarth50@example.org,9.1754E+11,80/775 Varkey Path Saharanpur-494356,Jalna,895444,04-07-2024,Regular,2,856.9500122
18170800,Anamika Sur,rhayre@example.net,9.16868E+11,57 Chakraborty Path Bidhannagar 065607,Mathura,501272,02-07-2024,Regular,1,1972.810059
18199057,Xalak Sahni,biswasfalak@example.net,9.15105E+11,"64/26, Walla Ganj Raebareli-909282",Ratlam,908599,30-05-2023,Inactive,2,1353.930054
18229949,William Bora,nlata@example.org,9.18795E+11,038 Varty Zila Berhampore-791959,Danapur,397135,15-04-2023,Inactive,1,466.3299866
18256339,Dalbir Dora,lsandal@example.net,9.15559E+11,"90/329, Bhatt Circle, Thane 548250",Mumbai,963704,04-11-2023,New,3,1719.329956
18259715,Finn Chacko,ggala@example.org,9.10239E+11,"H.No. 080 Kari, Deoghar 884791",Pudukkottai,635726,14-05-2023,Regular,4,1731.109985
18326028,Lekha Bakshi,chakradharganesh@example.com,9.10595E+11,"H.No. 58 Talwar, Udupi-285349",Ratlam,685813,10-04-2024,Inactive,1,244.3099976
18394558,Dipta Sarraf,yashodalata@example.org,9.15052E+11,"36, Subramanian Circle, Hyderabad 897585",Bareilly,155249,30-12-2023,Regular,2,1186.589966
18465047,Patrick Chaudhry,amairadevan@example.org,9.11671E+11,"H.No. 31, Gour Zila, Ahmedabad 457410",Ghaziabad,531091,25-03-2024,New,4,746.8800049
18567760,Ethan Natarajan,semnakul@example.net,9.17721E+11,"H.No. 63 Viswanathan Circle, Medininagar 960193",Fatehpur,321200,28-05-2024,Regular,3,1933.699951
18642306,Wazir Bahl,jsunder@example.com,9.13152E+11,"16/718, Kanda Chowk, Meerut 856894",Tinsukia,877253,21-12-2023,Inactive,3,1802.630005
18771682,Nitara Sur,lohitsarraf@example.com,9.17036E+11,"937 Suresh Ganj, Karawal Nagar-054361",Shivpuri,865499,11-07-2023,Premium,0,1420.98999
18791381,Avni Gera,haritagandhi@example.net,9.17898E+11,80/24 Singhal Path Anantapur 636515,Jamalpur,585239,02-03-2024,Premium,4,1206.26001
18889370,Mason Atwal,ckashyap@example.org,9.16363E+11,"H.No. 41 Bawa Ganj, Surendranagar Dudhrej-587195",Sri Ganganagar,255117,14-06-2023,Regular,2,598.789978
18896771,Tejas Wable,edhitha15@example.org,9.10297E+11,"37/659 Brahmbhatt, Darbhanga-901609",Ramagundam,350815,17-05-2023,Inactive,0,1906.459961
18935489,Krishna Dugal,seshadriekaja@example.net,9.11512E+11,"30/94, Bora Road, Pune 320103",Tezpur,781987,15-06-2024,New,3,1957.209961
18940384,Anita Sehgal,leela14@example.net,9.18731E+11,"34 More Nagar, Cuttack-272219",Sonipat,744492,08-10-2023,New,1,1068.469971
18954314,Ladli Nagarajan,krishnadamyanti@example.org,9.15692E+11,"82/74 Kaul Street, Chandigarh 578066",Mau,381178,18-10-2024,Inactive,0,1781.369995
18986315,Adweta Wason,shaamol@example.net,9.1118E+11,999 Banerjee Chowk Katni 720932,Bidhannagar,277814,05-04-2023,Premium,1,854.2600098
19067680,Rajata Mall,qarin71@example.org,9.1226E+11,"640, Pant, Sultan Pur Majra-315200",North Dumdum,608152,29-12-2023,New,3,410.3399963
19080489,Reva Sha,zchad@example.com,9.16133E+11,"70/24 Dhaliwal Zila, Faridabad 141190",Jalandhar,236035,30-03-2023,Regular,2,578.210022
19084027,Mitesh Sehgal,ychakraborty@example.net,9.17489E+11,"H.No. 215, Kulkarni Nagar Panihati-950577",Unnao,977602,30-07-2023,New,0,908.2800293
19091057,Kalpit Kohli,chaudharyupma@example.com,9.12932E+11,96/84 Pai Path Bulandshahr 159547,Kozhikode,471587,15-03-2024,Regular,3,1569
19145354,Shivani Deo,bathyashodhara@example.net,9.15556E+11,"21/09, Sawhney Zila Guwahati-293546",Rohtak,763240,31-05-2023,Inactive,1,963.3499756
19179897,Tarak Nagi,dasoliver@example.net,9.17959E+11,H.No. 031 Subramaniam Street Tezpur 787717,Orai,757209,14-08-2023,Premium,1,1491.579956
19180962,Osha Varghese,pjohal@example.org,9.17683E+11,60/201 Shere Bilaspur 758086,Kalyan-Dombivli,237601,05-07-2024,Inactive,5,622.0800171
19182548,Laban Kulkarni,balhaarsastry@example.net,9.15386E+11,"19/71, Narang Zila, Bhiwani 422655",Bijapur,783411,22-03-2023,Regular,3,636.1500244
19216141,Teerth Manda,ksinghal@example.org,9.12044E+11,"069 Patil Road, Tinsukia-750405",Giridih,829446,14-05-2023,Premium,4,1428.540039
19259955,Rehaan Borde,dasslila@example.org,9.14779E+11,"H.No. 95 Dutta Ganj, South Dumdum-476520",Nagpur,410844,03-04-2023,Inactive,4,213.6900024
19275474,Girik Hora,azadchoudhary@example.org,9.18112E+11,"78/37 Gera Zila, Alappuzha-096565",Lucknow,916112,22-10-2024,New,2,698.1199951
19375332,Udarsh Rao,chaitanya86@example.org,9.19352E+11,"643, Kohli Circle Jorhat 826776",Jodhpur,278850,01-07-2024,Regular,2,1556.47998
19393135,Nathaniel Gokhale,ekanta98@example.net,9.16113E+11,"97/421, Kibe Path, Kozhikode 660167",Bidhannagar,317769,11-06-2023,Regular,1,327.5799866
19400174,Urvi Grover,bawamaanav@example.org,9.17769E+11,H.No. 70 Sem Ganj Rajkot-074481,Saharanpur,467162,22-05-2024,New,1,907.1599731
19425804,Xavier Sahni,anamika10@example.org,9.17548E+11,42/11 Lad Nagar Siwan 341914,Jodhpur,705258,06-04-2023,Inactive,2,1121.27002
19482392,Yachana Nath,dnanda@example.net,9.16046E+11,"93, Dalal Sangli-Miraj & Kupwad-541844",Muzaffarnagar,670607,22-06-2023,Regular,4,1478.75
19523014,Neha Shroff,vaishnaviravi@example.net,9.16854E+11,"86/05 Dutt, Proddatur-587012",Ongole,419857,24-02-2024,New,3,679.5
19523856,Aryan Sood,shettykashish@example.net,9.19308E+11,"89/64 Mall Road, Kochi-401679",Thoothukudi,468885,02-11-2023,Premium,1,1084.140015
19536688,Parth Ramaswamy,thakurvasatika@example.org,9.17048E+11,"H.No. 867, Kara Nagar, Ujjain-697076",Tiruppur,881065,19-09-2023,New,0,1346.030029
19556566,Yashica Doctor,yachanachokshi@example.com,9.16467E+11,"H.No. 861, Sami Street, Akola 863487",Tiruvottiyur,937178,01-11-2023,Premium,2,664.1699829
19581959,Eesha Sahota,kannanlibni@example.org,9.12909E+11,"728, Sarna, Katihar-382238",Ghaziabad,187788,23-04-2023,Premium,2,1517.339966
19682060,Hamsini Swamy,vedhikasawhney@example.net,9.17543E+11,"14/652 Ganesan Nagar, Patna-892135",Jehanabad,273810,12-02-2024,Inactive,3,850.2000122
19705695,Ayush Kala,sundarameta@example.net,9.16469E+11,H.No. 29 Rastogi Street Dehradun 322885,Patiala,520564,26-07-2024,Premium,1,816.5999756
19741509,Michael Vohra,choudhuryalka@example.org,9.1111E+11,"88/20, Manne Path Arrah 855340",Vellore,19974,11-03-2024,Regular,4,949.0100098
19771128,Urvashi Bhandari,maxlad@example.net,9.17898E+11,85/427 Ramesh Road Alwar-246479,Vijayawada,962095,26-11-2023,Regular,1,1807.199951
19966989,Varsha Dutt,hritik00@example.com,9.18349E+11,"33/377, Hayer Marg Khammam 556674",Secunderabad,441105,06-03-2024,Premium,0,1737.099976
20122449,Amaira Ahuja,raagini26@example.net,9.13701E+11,"H.No. 348, Kannan Chowk Bahraich-832004",Cuttack,19668,22-01-2024,New,1,1298.400024
20148223,Manbir Dua,schar@example.org,9.10842E+11,"H.No. 573, Comar Road, Proddatur-125060",Kamarhati,675142,26-05-2023,Inactive,6,599.9899902
20163931,Gautami Doshi,vedhika55@example.net,9.19017E+11,"H.No. 01, Karnik Path Sultan Pur Majra-506511",Kumbakonam,918590,05-08-2024,Regular,6,404.5499878
20209237,Anthony Ratti,aryan46@example.com,9.19344E+11,"44/934, Varma Marg Thiruvananthapuram-851021",Shimoga,467793,11-02-2024,Regular,2,1121.099976
20238921,Shivani Kumer,ubhargava@example.com,9.11937E+11,H.No. 43 Tailor Nagar Tadipatri 360847,Thiruvananthapuram,602258,29-09-2023,Premium,4,1298.790039
20254516,Tanveer Samra,triptisama@example.com,9.12263E+11,"37/67, Tak Zila Nadiad 662567",Nandyal,696091,23-07-2024,Inactive,0,1536.880005
20298398,Urvi Bali,yuvrajdayal@example.org,9.14924E+11,"H.No. 412 Batra Zila, Bhilai 424489",Ahmednagar,278627,22-12-2023,New,5,1049.599976
20310720,Samaksh Chaudhuri,cheriankrishna@example.net,9.18528E+11,80/68 Rai Chowk Dehri-253784,Bhubaneswar,37268,03-04-2023,Regular,2,1677.910034
20314691,Raksha Bhattacharyya,indrajitvarkey@example.net,9.13508E+11,H.No. 12 Contractor Nagar Tenali 901526,Salem,349141,17-07-2024,Inactive,1,282.9200134
20343501,Anthony Krishnamurthy,sahotamax@example.net,9.16911E+11,"H.No. 940, Bose Zila Aizawl 529946",Sasaram,655005,12-04-2023,Inactive,1,1070.469971
20360447,Timothy Dubey,naksh97@example.net,9.14051E+11,"56/253 Deol, Hapur 797670",Akola,329409,25-10-2024,New,1,640.4099731
20469626,Tanish Ghose,barkhasawhney@example.net,9.14972E+11,"01 Palla, Ahmedabad 612378",Guntakal,304902,26-12-2023,Regular,1,1250.280029
20496835,Chandresh Panchal,qpanchal@example.com,9.10937E+11,"727, Nanda Street Karnal-038968",Alwar,476814,01-12-2023,New,2,1240.910034
20517871,Lavanya Natt,wbhakta@example.org,9.12432E+11,"H.No. 74, Sagar Chowk, Ambala 375071",Imphal,796497,06-07-2023,Premium,1,418.1499939
20625627,Hredhaan Prasad,ishanvi25@example.com,9.10234E+11,"274, Chopra Circle Jammu 166527",Amritsar,598993,10-08-2024,Premium,2,718.0999756
20634789,Aarnav Som,watikasule@example.org,9.12867E+11,"202 Prabhakar Nagar, Latur-410481",Chinsurah,885507,02-07-2024,New,3,1223.430054
20689141,Maya Yohannan,yatandhawan@example.net,9.15419E+11,"60, Chaudry Circle, Surat 576801",Korba,687107,25-05-2024,Premium,2,995.5499878
20834589,Parth Madan,udantcomar@example.net,9.17646E+11,"28/25, Pal Road, Erode-179824",Giridih,330314,15-07-2024,Inactive,3,740.0700073
20835909,Inaya Ramanathan,madhavsom@example.org,9.1577E+11,"87/765, Kota Ganj, Saharsa 993982",Tinsukia,681334,02-04-2023,Premium,1,713.25
20940403,Tanvi Kala,zayyan13@example.com,9.18271E+11,H.No. 537 Krishna Circle Gurgaon 910763,Dhule,711075,08-05-2023,Premium,3,1511.099976
20951294,Sathvik Dhar,atichoudhary@example.net,9.18263E+11,"527, Choudhury Zila Khammam-116209",Anantapur,766714,29-08-2023,Premium,1,223.4499969
20956158,Kashish Misra,issacjalsa@example.net,9.18164E+11,55/77 Nadkarni Zila Machilipatnam 232117,Kavali,767570,10-03-2024,Premium,6,312.6900024
21201299,Ladli Hegde,girikprashad@example.org,9.10398E+11,"07/818 Bhat Ganj, Bhusawal 661115",Unnao,383439,27-05-2024,New,4,1488.680054
21270783,Aarna Vig,asrivastava@example.com,9.16453E+11,692 Vala Road Morena 501812,Bhavnagar,551325,01-05-2023,New,1,1508.800049
21282544,Warda Basak,lchoudhary@example.net,9.19755E+11,413 Kakar Road Ujjain 345914,Jaunpur,808063,28-08-2024,Regular,3,657.9799805
21409946,Ayushman Agrawal,vohraurishilla@example.com,9.19603E+11,"03/23 Loyal Circle, Guna-092311",Bhilwara,472226,22-03-2024,Inactive,3,1428.680054
21425168,Gavin Panchal,banjeetchoudhary@example.org,9.10576E+11,"14, Salvi Nagar, Giridih 525156",Aligarh,189621,11-08-2023,New,3,1861.72998
21432404,Darika Sharaf,mpalla@example.net,9.19484E+11,"981 Char, Morena 849491",Kalyan-Dombivli,144309,15-02-2024,Inactive,1,1482.589966
21456226,Indrajit Mitra,yauvani00@example.net,9.17975E+11,342 Hans Bathinda-978162,Adoni,626620,21-07-2023,New,1,980.1599731
21461764,Nandini Bassi,yahvi51@example.org,9.1491E+11,"H.No. 05, Mohanty Street Jamalpur 866732",Singrauli,431789,18-04-2023,Premium,4,1689.459961
21481338,Rajata Upadhyay,agatemaanav@example.org,9.14331E+11,"H.No. 357 Subramanian Road, Mirzapur-401810",Tirunelveli,90749,17-11-2023,New,2,480.6099854
21524495,Alka Deol,sanya43@example.org,9.13332E+11,"281, Wason Marg, Kochi 700268",Katni,396358,05-01-2024,Premium,0,236.9600067
21553672,Udyati Puri,rsarin@example.org,9.17997E+11,"H.No. 647, Kade Nagar, Bhiwani-273365",Morbi,278827,19-04-2024,New,0,429.3599854
21573815,Urvashi Dalal,rajagopalmanthan@example.net,9.16215E+11,77 Konda Street South Dumdum-782739,Allahabad,583410,26-09-2023,Premium,5,206.8699951
21577948,Madhav Johal,venkateshchatura@example.org,9.11138E+11,"23/934, Tata Chowk Tiruvottiyur-121149",Ahmednagar,767957,02-11-2023,New,3,225.6000061
21597477,Mugdha Chaudhuri,varshadate@example.net,9.1445E+11,"H.No. 85, Johal Path, Nadiad 338564",Bhopal,801132,21-09-2023,Inactive,4,246.4199982
21626705,Ekani Dubey,mittergunbir@example.org,9.16514E+11,"636, Sur Path, Kolhapur-853265",Bongaigaon,420577,27-11-2023,Premium,0,655.460022
21658322,Balhaar Balasubramanian,tandoneiravati@example.com,9.12216E+11,"94/125, Chhabra Circle Suryapet 010747",Maheshtala,216235,29-07-2024,Regular,5,1416.060059
21677923,Lipika Mukhopadhyay,masonnayar@example.net,9.15843E+11,"045 Nath Circle, Nagpur-291495",Kakinada,247798,18-07-2023,New,3,465.5499878
21697638,Hredhaan Bhagat,taraksrinivas@example.net,9.1374E+11,"H.No. 774 Rastogi Road, Bhusawal 085217",Sirsa,422943,13-06-2024,New,4,381.1900024
21701991,Wazir Hari,ydevan@example.net,9.14789E+11,"H.No. 09, Gill Circle, Kota-464715",Allahabad,296322,05-10-2023,New,7,1114.5
21779155,Udant Upadhyay,ranganathanoeshi@example.com,9.13505E+11,"H.No. 048, Shenoy Road, Morbi 688880",Guntur,764470,04-10-2023,New,1,1190.949951
21784094,Lakshit Rai,jagdish68@example.com,9.19072E+11,"07/299, Shenoy Circle Raipur 072826",Bareilly,284389,18-05-2024,Regular,1,1530.189941
21786873,Balhaar Ramesh,andraidika@example.com,9.16298E+11,48/273 Chacko Marg Tirupati-417143,Lucknow,297685,07-03-2024,Regular,2,1600.680054
21809858,Ekansh Seshadri,faqid76@example.org,9.15265E+11,86/52 Kade Street Pimpri-Chinchwad 444382,Bihar Sharif,146074,06-04-2023,Inactive,2,1343.530029
21866852,Ojas Morar,gangulymahika@example.org,9.16521E+11,"059 Narain Marg, Mau 610611",Guwahati,428400,14-11-2023,Premium,2,1480.380005
21948041,Oni Amble,devbarman@example.com,9.11824E+11,"20/02, Magar Chowk, Jaipur 910334",Bhavnagar,541006,21-03-2024,New,3,1381.949951
22020776,Manan Banerjee,zpal@example.net,9.1247E+11,"11, Sura Chowk Hajipur-950505",Bhiwandi,681898,23-05-2023,Regular,1,714.210022
22036818,Yatan Yogi,sandhurishi@example.org,9.10181E+11,30/023 Bail Jabalpur 182539,Hindupur,19178,14-11-2023,New,2,1732.02002
22047134,Ubika Shukla,malhotrajonathan@example.org,9.12206E+11,00 Sahota Circle Shivpuri 170582,Warangal,40280,26-10-2024,Inactive,3,991.9400024
22054087,Peter Buch,agour@example.org,9.17058E+11,"45/632, Ram, Mango 377332",Miryalaguda,536699,05-01-2024,Inactive,3,1197.97998
22076522,Chaaya Andra,baniklila@example.org,9.16122E+11,"11/294, Chander Zila, Ambarnath-944366",Hindupur,271246,13-05-2024,Regular,4,1670.280029
22077605,Megha Sachar,vedant45@example.com,9.15123E+11,"51/302, Buch Chowk Srinagar-570271",Aligarh,149394,18-06-2024,Inactive,2,825.4799805
22081691,Yagnesh Bora,harrisonmore@example.net,9.17334E+11,41/94 Bora Path Siliguri 237079,Satara,999018,16-11-2023,New,3,361.3800049
22102079,Vrinda Lalla,balakrishnanyutika@example.net,9.17568E+11,"H.No. 73 Gupta Road, Barasat 506282",Alwar,595920,21-06-2024,Premium,0,615.8599854
22112867,Sanaya Chakrabarti,anay97@example.net,9.1248E+11,"77, Gera Road Anand 087192",Bangalore,609126,02-08-2024,Regular,3,204.5800018
22133362,Samesh Dixit,raaginiramanathan@example.org,9.18553E+11,"62/795 Bhalla Chowk, Bulandshahr 310111",Anantapuram,633882,31-08-2024,Inactive,2,482.2000122
22161071,Arunima Deol,dhruvlala@example.org,9.13157E+11,H.No. 579 Bala Zila Durgapur 493585,Jalna,571163,30-06-2023,New,1,1582.430054
22210238,Rayaan Krishna,fsuri@example.org,9.11178E+11,"585, Mandal Zila, Nandyal 508289",Muzaffarnagar,118790,10-06-2024,New,6,351.0799866
22227829,Rehaan Patla,kala29@example.com,9.14152E+11,238 Tiwari Chowk Tirunelveli-454482,Bhiwani,499199,18-09-2024,New,2,1386.689941
22253483,Chandresh Hora,geetikadave@example.net,9.10887E+11,"H.No. 25, Soman Ganj Faridabad-519455",Haridwar,115807,27-09-2023,Inactive,0,1561.119995
22293666,Gopal Kumar,imaran02@example.net,9.16533E+11,"H.No. 605, Raval Street, Gudivada-682740",Saharsa,447206,09-04-2023,New,2,1671.530029
22321208,Pratyush Bedi,praneel86@example.net,9.13109E+11,74/583 Kapoor Nagar Buxar-561567,Ballia,740752,02-10-2024,Regular,4,558.6599731
22358567,Zansi Chakraborty,sarthaksuri@example.org,9.12183E+11,05 Kara Street Bhagalpur-060052,Faridabad,410334,02-04-2023,Inactive,2,638.8599854
22483684,Gautami Dar,vanya27@example.net,9.10394E+11,"12/217 Doshi Marg, Nashik 384774",Kirari Suleman Nagar,70737,05-03-2024,Regular,3,719.7700195
